,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_num,difbalanceOrig,difbalanceOrig_cat,comerciante,difbalanceDest,difbalanceDest_cat,type_cat
2644946,500,CASH_OUT,118034.61,C745966771,1123.0,0.0,C1567475748,0.0,118034.61,0,0,1,-1123.0,-1,0,118034.61,1,1
1123714,206,CASH_OUT,119351.83,C1428374474,274449.0,155097.17,C78356021,798754.39,918106.22,0,0,1,-119351.82999999999,-1,0,119351.82999999996,1,1
2212011,354,CASH_OUT,62055.58,C1447200570,0.0,0.0,C398688212,5092794.66,5154850.24,0,0,1,0.0,0,0,62055.580000000075,1,1
2371447,378,CASH_OUT,203521.08,C1461282532,0.0,0.0,C423716736,660179.19,863700.27,0,0,1,0.0,0,0,203521.08000000007,1,1
986699,186,CASH_OUT,188084.72,C458163106,0.0,0.0,C872327092,6392521.0,6580605.72,0,0,1,0.0,0,0,188084.71999999974,1,1
2221401,355,CASH_OUT,121000.37,C78519887,23840.0,0.0,C1929516850,2462414.74,2583415.11,0,0,1,-23840.0,-1,0,121000.36999999965,1,1
1116917,206,CASH_OUT,147921.7,C934549201,0.0,0.0,C2011938378,769379.82,917301.52,0,0,1,0.0,0,0,147921.70000000007,1,1
2701183,573,TRANSFER,27102.65,C2041038585,72795.0,45692.35,C1940771649,0.0,27102.65,0,0,4,-27102.65,-1,0,27102.65,1,1
2661554,522,TRANSFER,1959248.22,C1085873920,2395.0,0.0,C1735982551,199232.56,2158480.78,0,0,4,-2395.0,-1,0,1959248.2199999997,1,1
2250160,356,CASH_OUT,193013.42,C987436641,50210.0,0.0,C1509376057,0.0,193013.42,0,0,1,-50210.0,-1,0,193013.42,1,1
2528063,400,CASH_OUT,136346.99,C1692535492,0.0,0.0,C591363047,1652062.64,1788409.63,0,0,1,0.0,0,0,136346.99,1,1
2609405,406,CASH_OUT,96780.83,C459247442,22712.0,0.0,C2138455214,28982.17,125763.0,0,0,1,-22712.0,-1,0,96780.83,1,1
1026512,188,CASH_OUT,341473.88,C689525696,0.0,0.0,C2097131436,1066968.33,1436763.28,0,0,1,0.0,0,0,369794.94999999995,1,1
94291,14,TRANSFER,554125.65,C1242156495,10666.0,0.0,C5533778,746908.09,1301033.74,0,0,4,-10666.0,-1,0,554125.65,1,1
2447900,394,CASH_OUT,57619.32,C648281931,35989.0,0.0,C1351841535,2477487.85,2535107.17,0,0,1,-35989.0,-1,0,57619.31999999983,1,1
136649,16,CASH_OUT,96586.11,C738013795,0.0,0.0,C1440302719,175914.68,272500.78,0,0,1,0.0,0,0,96586.10000000003,1,1
1219706,213,CASH_OUT,394153.08,C972110506,0.0,0.0,C636138265,610625.17,1004778.24,0,0,1,0.0,0,0,394153.06999999995,1,1
2204920,354,CASH_OUT,274645.67,C23576922,0.0,0.0,C1489918854,1251655.26,1526300.93,0,0,1,0.0,0,0,274645.6699999999,1,1
1164400,209,CASH_OUT,455345.92,C2098115531,0.0,0.0,C583066857,618995.22,1124806.25,0,0,1,0.0,0,0,505811.03,1,1
1404973,249,CASH_OUT,118683.21,C208899582,0.0,0.0,C1923336654,951013.54,1069696.75,0,0,1,0.0,0,0,118683.20999999996,1,1
2710114,589,CASH_OUT,96810.53,C2036331008,0.0,0.0,C333330593,986824.37,1083634.9,0,0,1,0.0,0,0,96810.52999999991,1,1
1365306,235,CASH_OUT,358616.09,C1380830533,51937.92,0.0,C225187819,650862.88,1009478.97,0,0,1,-51937.92,-1,0,358616.08999999997,1,1
1644598,279,CASH_OUT,66747.62,C813059433,0.0,0.0,C250744849,4866713.23,4933460.84,0,0,1,0.0,0,0,66747.6099999994,1,1
1430646,251,CASH_OUT,217357.47,C1029887877,0.0,0.0,C1863744651,258218.02,475575.49,0,0,1,0.0,0,0,217357.47,1,1
188302,18,CASH_OUT,120112.58,C537313022,15865.0,0.0,C1464370314,49382.02,169494.6,0,0,1,-15865.0,-1,0,120112.58000000002,1,1
1287095,229,CASH_OUT,181898.91,C579308238,176052.0,0.0,C837034412,678013.82,859912.73,0,0,1,-176052.0,-1,0,181898.91000000003,1,1
1630535,278,CASH_OUT,30329.3,C637136647,720.0,0.0,C511243854,0.0,30329.3,0,0,1,-720.0,-1,0,30329.3,1,1
1279579,229,TRANSFER,218070.86,C1841959136,176.0,0.0,C1318660782,505780.43,723851.29,0,0,4,-176.0,-1,0,218070.86000000004,1,1
1126309,206,CASH_OUT,172329.9,C778722080,0.0,0.0,C576962555,4665847.39,4838177.29,0,0,1,0.0,0,0,172329.90000000037,1,1
874865,179,CASH_OUT,280433.15,C97867688,0.0,0.0,C1311684145,2524751.89,2805185.04,0,0,1,0.0,0,0,280433.1499999999,1,1
2192332,353,TRANSFER,5915730.94,C1159593034,0.0,0.0,C814770200,10621728.38,16855635.91,0,0,4,0.0,0,0,6233907.529999999,1,1
472281,129,CASH_OUT,148802.33,C2122250157,419.0,0.0,C1352752499,656880.31,805682.65,0,0,1,-419.0,-1,0,148802.33999999997,1,1
385146,42,CASH_OUT,50408.59,C15407436,267.0,0.0,C1030184000,2812.0,0.0,0,0,1,-267.0,-1,0,-2812.0,-1,1
87441,13,CASH_OUT,144939.09,C1925572310,61205.0,0.0,C1448329555,446048.88,484031.16,0,0,1,-61205.0,-1,0,37982.27999999997,1,1
1289062,230,CASH_OUT,220463.94,C867054284,23.0,0.0,C1170422273,29392.76,249856.7,0,0,1,-23.0,-1,0,220463.94,1,1
579614,136,CASH_OUT,188655.67,C1709742738,42239.0,0.0,C2089990123,0.0,188655.67,0,0,1,-42239.0,-1,0,188655.67,1,1
263981,34,CASH_OUT,824584.72,C698127857,106259.0,0.0,C589229869,1102240.29,2096369.12,0,0,1,-106259.0,-1,0,994128.8300000001,1,1
2760750,692,CASH_OUT,171981.98,C1738170182,10123.0,0.0,C571476532,0.0,171981.98,0,0,1,-10123.0,-1,0,171981.98,1,1
140705,16,CASH_OUT,184561.06,C1817026956,39359.0,0.0,C229276446,21725.0,10472.63,0,0,1,-39359.0,-1,0,-11252.37,-1,1
293635,36,CASH_OUT,442426.26,C1020948873,0.0,0.0,C1867243866,949873.25,1392299.51,0,0,1,0.0,0,0,442426.26,1,1
1281825,229,TRANSFER,450126.69,C410287388,0.0,0.0,C1884510228,2402596.7,3243777.08,0,0,4,0.0,0,0,841180.3799999999,1,1
435063,44,CASH_OUT,44091.53,C1885059813,50225.0,6133.47,C194110612,2293963.62,2338055.15,0,0,1,-44091.53,-1,0,44091.529999999795,1,1
1839840,305,CASH_OUT,146864.37,C696089368,217089.0,70224.63,C1597453639,1056272.44,1203136.81,0,0,1,-146864.37,-1,0,146864.3700000001,1,1
2607817,406,CASH_OUT,237352.16,C855916865,0.0,0.0,C2145060075,661957.43,899309.59,0,0,1,0.0,0,0,237352.15999999992,1,1
1164385,209,TRANSFER,674563.81,C1147564533,0.0,0.0,C1648411074,4074424.52,4748988.33,0,0,4,0.0,0,0,674563.81,1,1
2475281,397,CASH_OUT,92078.88,C124027396,0.0,0.0,C331913829,619979.39,712058.28,0,0,1,0.0,0,0,92078.89000000001,1,1
2636046,478,CASH_OUT,51682.73,C1731643017,300567.0,248884.27,C853869048,980662.26,1032344.99,0,0,1,-51682.73000000001,-1,0,51682.72999999998,1,1
2685685,548,CASH_OUT,83148.92,C787298782,2466.0,0.0,C765014970,262130.0,345278.93,0,0,1,-2466.0,-1,0,83148.93,1,1
1810871,303,CASH_OUT,3928.92,C1396938998,0.0,0.0,C830346261,511966.67,515895.59,0,0,1,0.0,0,0,3928.920000000042,1,1
2414451,380,TRANSFER,497101.25,C359808143,59642.0,0.0,C350149639,3081119.31,3578220.56,0,0,4,-59642.0,-1,0,497101.25,1,1
2457202,395,CASH_OUT,138088.82,C916446177,1079.8,0.0,C1817502900,4343175.59,4481264.4,0,0,1,-1079.8,-1,0,138088.81000000052,1,1
166734,17,CASH_OUT,46329.2,C1568019811,0.0,0.0,C1408337297,1665896.89,1712226.09,0,0,1,0.0,0,0,46329.200000000186,1,1
1448397,252,TRANSFER,8953.38,C386924100,0.0,0.0,C1523642754,1226117.58,1235070.96,0,0,4,0.0,0,0,8953.379999999888,1,1
780390,162,CASH_OUT,162460.8,C423557870,0.0,0.0,C2104103424,283329.49,801873.52,0,0,1,0.0,0,0,518544.03,1,1
60286,12,TRANSFER,1460304.45,C331038536,11324.0,0.0,C736155938,0.0,1460304.45,0,0,4,-11324.0,-1,0,1460304.45,1,1
2745964,684,CASH_OUT,204833.94,C601129084,0.0,0.0,C2113198760,1549119.19,1753953.13,0,0,1,0.0,0,0,204833.93999999994,1,1
1038787,190,CASH_OUT,104338.5,C245802677,0.0,0.0,C2103915496,477000.18,581338.68,0,0,1,0.0,0,0,104338.50000000006,1,1
1246093,226,CASH_OUT,102649.83,C872684939,20276.0,0.0,C661849816,276575.6,379225.42,0,0,1,-20276.0,-1,0,102649.82,1,1
2733549,637,CASH_OUT,351971.09,C1196828427,0.0,0.0,C1871390313,1013311.4,1365282.49,0,0,1,0.0,0,0,351971.08999999997,1,1
180426,18,CASH_OUT,299706.68,C1942215035,1279.0,0.0,C960174344,254460.37,554167.05,0,0,1,-1279.0,-1,0,299706.68000000005,1,1
321507,37,CASH_OUT,466344.34,C1662635395,0.0,0.0,C54511612,735490.32,1201834.65,0,0,1,0.0,0,0,466344.32999999996,1,1
2367384,378,TRANSFER,419528.02,C384579388,635.0,0.0,C821832561,324085.98,743614.01,0,0,4,-635.0,-1,0,419528.03,1,1
822122,164,TRANSFER,1305168.37,C691081315,75582.0,0.0,C1113973225,475785.81,1780954.18,0,0,4,-75582.0,-1,0,1305168.3699999999,1,1
1346995,234,CASH_OUT,90110.91,C1170542161,1354.0,0.0,C1022973938,405493.71,495604.62,0,0,1,-1354.0,-1,0,90110.90999999997,1,1
1722252,285,TRANSFER,105321.44,C23086358,279540.0,174218.56,C1395754186,167547.46,272868.9,0,0,4,-105321.44,-1,0,105321.44000000003,1,1
2206425,354,CASH_OUT,155232.68,C1406377668,0.0,0.0,C883014610,2725083.81,2880316.49,0,0,1,0.0,0,0,155232.68000000017,1,1
989625,186,CASH_OUT,177867.77,C843812757,0.0,0.0,C1266613086,1315021.04,1492888.81,0,0,1,0.0,0,0,177867.77000000002,1,1
1648578,279,CASH_OUT,309959.33,C1961263294,0.0,0.0,C689536462,3736980.28,4046939.61,0,0,1,0.0,0,0,309959.3300000001,1,1
1368468,235,CASH_OUT,46821.89,C919488649,26807.0,0.0,C1739120366,527362.99,568859.68,0,0,1,-26807.0,-1,0,41496.69000000006,1,1
2495429,398,CASH_OUT,257680.73,C768894383,0.0,0.0,C391266668,745767.01,1003447.74,0,0,1,0.0,0,0,257680.72999999998,1,1
672224,154,CASH_OUT,424781.89,C1975572871,45943.31,0.0,C483800850,484231.92,909013.81,0,0,1,-45943.31,-1,0,424781.8900000001,1,1
2554033,402,CASH_OUT,203338.47,C172694999,0.0,0.0,C1275104724,473910.56,677249.03,0,0,1,0.0,0,0,203338.47000000003,1,1
1276366,229,CASH_OUT,17974.41,C382929635,0.0,0.0,C1714790656,959951.09,1227652.38,0,0,1,0.0,0,0,267701.2899999999,1,1
1003805,187,CASH_OUT,28011.92,C1839420984,26191.0,0.0,C1562531618,0.0,28011.92,0,0,1,-26191.0,-1,0,28011.92,1,1
2079168,333,CASH_OUT,234841.86,C806894261,106991.0,0.0,C1900520629,0.0,234841.86,0,0,1,-106991.0,-1,0,234841.86,1,1
1807127,302,CASH_OUT,216615.55,C1373106249,137.0,0.0,C824082403,205455.55,422071.1,0,0,1,-137.0,-1,0,216615.55,1,1
320702,37,CASH_OUT,266737.38,C565090412,65570.0,0.0,C786513928,0.0,266737.38,0,0,1,-65570.0,-1,0,266737.38,1,1
1267533,228,CASH_OUT,129394.66,C477883136,0.0,0.0,C12500003,997463.19,1126857.85,0,0,1,0.0,0,0,129394.66000000015,1,1
504522,131,CASH_OUT,397624.56,C346481070,40300.0,0.0,C1165772273,0.0,428860.29,0,0,1,-40300.0,-1,0,428860.29,1,1
592706,137,CASH_OUT,95489.41,C807238923,0.0,0.0,C643107425,1889328.41,1984817.82,0,0,1,0.0,0,0,95489.41000000015,1,1
1724635,286,CASH_OUT,130486.05,C58520652,0.0,0.0,C370241564,364565.68,495051.73,0,0,1,0.0,0,0,130486.04999999999,1,1
432041,44,CASH_OUT,167962.38,C669265106,11356.0,0.0,C1136186114,8476596.34,8644558.73,0,0,1,-11356.0,-1,0,167962.3900000006,1,1
118571,15,CASH_OUT,217550.25,C1191786770,169.0,0.0,C759435114,267910.38,195406.34,0,0,1,-169.0,-1,0,-72504.04000000001,-1,1
2215097,354,TRANSFER,372934.31,C739119333,0.0,0.0,C2109293916,9442658.36,9815592.67,0,0,4,0.0,0,0,372934.3100000005,1,1
93693,14,CASH_OUT,87817.15,C97875608,92086.0,4268.85,C1703227154,233927.23,321744.37,0,0,1,-87817.15,-1,0,87817.13999999998,1,1
1589208,274,CASH_OUT,148295.14,C642265343,5466.0,0.0,C291405043,0.0,148295.14,0,0,1,-5466.0,-1,0,148295.14,1,1
2419945,381,CASH_OUT,18812.07,C1222013278,0.0,0.0,C159909885,1526299.32,1545111.39,0,0,1,0.0,0,0,18812.069999999832,1,1
2471896,396,CASH_OUT,12769.6,C1096208069,142.0,0.0,C925142554,0.0,12769.6,0,0,1,-142.0,-1,0,12769.6,1,1
2256527,357,TRANSFER,743312.42,C1764382591,0.0,0.0,C1139908932,1160703.57,1904015.99,0,0,4,0.0,0,0,743312.4199999999,1,1
1635851,278,CASH_OUT,296299.55,C1641393001,0.0,0.0,C1814947038,799247.33,1095546.88,0,0,1,0.0,0,0,296299.54999999993,1,1
1129229,207,CASH_OUT,437933.37,C699899962,20483.0,0.0,C1558248324,548726.74,986660.12,0,0,1,-20483.0,-1,0,437933.38,1,1
1078283,203,CASH_OUT,44035.17,C753228408,21136.0,0.0,C2005029590,112148.29,156183.46,0,0,1,-21136.0,-1,0,44035.17,1,1
2429513,393,CASH_OUT,79391.15,C1790162253,0.0,0.0,C1615002440,105567.3,184958.45,0,0,1,0.0,0,0,79391.15000000001,1,1
1726094,286,CASH_OUT,276625.81,C1411700345,0.0,0.0,C682262116,311078.7,587704.51,0,0,1,0.0,0,0,276625.81,1,1
1662046,281,CASH_OUT,421468.77,C1220695582,0.0,0.0,C1547677606,629617.13,1051085.9,0,0,1,0.0,0,0,421468.7699999999,1,1
860707,178,CASH_OUT,215630.26,C1124626281,0.0,0.0,C1876121310,335012.46,550642.72,0,0,1,0.0,0,0,215630.25999999995,1,1
2244886,356,CASH_OUT,155248.94,C25700774,10199.73,0.0,C1170686587,359279.18,514528.12,0,0,1,-10199.73,-1,0,155248.94,1,1
1370266,236,CASH_OUT,111844.44,C1520988089,794510.0,682665.56,C1261329785,2894264.78,3127168.72,0,0,1,-111844.43999999994,-1,0,232903.9400000004,1,1
1239104,226,CASH_OUT,284340.09,C818961562,11065.0,0.0,C509026450,1919598.62,2203938.71,0,0,1,-11065.0,-1,0,284340.08999999985,1,1
1446598,252,CASH_OUT,134182.69,C1616109528,0.0,0.0,C2105813102,211453.26,345635.94,0,0,1,0.0,0,0,134182.68,1,1
905021,181,CASH_OUT,232937.55,C629067312,21046.0,0.0,C732455262,0.0,232937.55,0,0,1,-21046.0,-1,0,232937.55,1,1
2306588,372,TRANSFER,93967.33,C1539215502,16618.0,0.0,C725775235,0.0,93967.33,0,0,4,-16618.0,-1,0,93967.33,1,1
1401500,249,CASH_OUT,363846.41,C1424301244,0.0,0.0,C458256103,949514.75,1313361.16,0,0,1,0.0,0,0,363846.4099999999,1,1
1517793,257,CASH_OUT,261045.15,C752907590,0.0,0.0,C437428132,481283.84,742328.99,0,0,1,0.0,0,0,261045.14999999997,1,1
160203,17,TRANSFER,51851.1,C1396530101,21226.52,0.0,C439059377,0.0,355387.8,0,0,4,-21226.52,-1,0,355387.8,1,1
2059507,331,CASH_OUT,153611.96,C1514658178,0.0,0.0,C831106461,5512851.1,5666463.05,0,0,1,0.0,0,0,153611.9500000002,1,1
1220913,214,TRANSFER,71743.11,C615553299,11354.0,0.0,C729208962,0.0,71743.11,0,0,4,-11354.0,-1,0,71743.11,1,1
1007035,187,CASH_OUT,178712.77,C893957321,0.0,0.0,C1073262807,425229.66,603942.44,0,0,1,0.0,0,0,178712.77999999997,1,1
1079020,203,CASH_OUT,119795.92,C1655762640,0.0,0.0,C413443918,659769.4,779565.32,0,0,1,0.0,0,0,119795.91999999993,1,1
2076106,332,CASH_OUT,166031.64,C1622353334,0.0,0.0,C1941277154,772202.9,938234.53,0,0,1,0.0,0,0,166031.63,1,1
2708432,589,CASH_OUT,38903.49,C1660578374,11466.0,0.0,C1713348795,685071.69,723975.18,0,0,1,-11466.0,-1,0,38903.49000000011,1,1
1456091,253,CASH_OUT,436632.63,C686326046,0.0,0.0,C825543105,1129683.26,1566315.89,0,0,1,0.0,0,0,436632.6299999999,1,1
2282884,371,CASH_OUT,136772.17,C1018712349,0.0,0.0,C330240452,1291795.84,1428568.01,0,0,1,0.0,0,0,136772.16999999993,1,1
2547293,402,TRANSFER,317338.76,C358222121,0.0,0.0,C29115131,20627207.65,20944546.41,0,0,4,0.0,0,0,317338.76000000164,1,1
769241,161,TRANSFER,391742.13,C70843828,165157.0,0.0,C2030655567,0.0,391742.13,0,0,4,-165157.0,-1,0,391742.13,1,1
2466474,396,CASH_OUT,264704.52,C891809416,30046.0,0.0,C2104729475,3353838.91,3618543.43,0,0,1,-30046.0,-1,0,264704.52,1,1
2586029,404,CASH_OUT,128330.95,C1454103260,0.0,0.0,C1462061760,145417.47,273748.42,0,0,1,0.0,0,0,128330.94999999998,1,1
2475628,397,TRANSFER,925629.68,C1852414884,0.0,0.0,C1546638337,3009442.47,3935072.15,0,0,4,0.0,0,0,925629.6799999997,1,1
988244,186,CASH_OUT,43764.77,C2015730493,0.0,0.0,C325100308,974270.22,1018034.98,0,0,1,0.0,0,0,43764.76000000001,1,1
2191513,353,CASH_OUT,243104.81,C491008688,20551.0,0.0,C89458973,578673.44,821778.25,0,0,1,-20551.0,-1,0,243104.81000000006,1,1
1902152,308,TRANSFER,278231.62,C48007158,0.0,0.0,C1656681998,1720189.9,1998421.53,0,0,4,0.0,0,0,278231.6300000001,1,1
1639871,279,CASH_OUT,220718.5,C497489641,101824.47,0.0,C719821671,5044534.25,5265252.75,0,0,1,-101824.47,-1,0,220718.5,1,1
16208,9,CASH_OUT,25404.92,C1938114398,0.0,0.0,C393469173,282525.15,443807.79,0,0,1,0.0,0,0,161282.63999999996,1,1
2379181,378,CASH_OUT,349096.01,C214396415,35327.0,0.0,C1913709498,1691311.28,2040407.29,0,0,1,-35327.0,-1,0,349096.01,1,1
502501,131,CASH_OUT,71177.52,C1404835241,0.0,0.0,C392347203,3407634.81,3478812.33,0,0,1,0.0,0,0,71177.52000000002,1,1
1344828,234,CASH_OUT,248754.75,C1660962378,34226.0,0.0,C1938502985,1502386.54,1751141.29,0,0,1,-34226.0,-1,0,248754.75,1,1
1145777,208,TRANSFER,1215522.1,C1012131336,0.0,0.0,C122436421,3730509.44,4946031.53,0,0,4,0.0,0,0,1215522.0900000003,1,1
1514263,257,CASH_OUT,48562.78,C1910627059,708.0,0.0,C328912673,278982.45,327545.23,0,0,1,-708.0,-1,0,48562.77999999997,1,1
155934,17,CASH_OUT,330900.71,C595784606,33780.0,0.0,C136582570,1381551.87,1712452.59,0,0,1,-33780.0,-1,0,330900.72,1,1
1535389,259,TRANSFER,102184.17,C908122629,10645.0,0.0,C540991810,631451.13,733635.3,0,0,4,-10645.0,-1,0,102184.17000000004,1,1
1664375,281,CASH_OUT,172868.21,C1514754035,0.0,0.0,C216729520,463827.03,636695.23,0,0,1,0.0,0,0,172868.19999999995,1,1
1335797,234,CASH_OUT,26743.49,C2072186607,99812.0,73068.51,C500193649,0.0,26743.49,0,0,1,-26743.490000000005,-1,0,26743.49,1,1
540678,134,TRANSFER,916292.98,C2036743999,142385.95,0.0,C709613653,4216047.39,5509440.64,0,0,4,-142385.95,-1,0,1293393.25,1,1
1292612,230,CASH_OUT,300347.13,C706061020,750100.0,449752.87,C2027421971,0.0,565817.94,0,0,1,-300347.13,-1,0,565817.94,1,1
1121150,206,CASH_OUT,287686.85,C1900312992,0.0,0.0,C597471831,2608554.05,2896240.9,0,0,1,0.0,0,0,287686.8500000001,1,1
2289209,371,TRANSFER,590012.55,C1819400156,0.0,0.0,C1664149871,1228158.86,1818171.41,0,0,4,0.0,0,0,590012.5499999998,1,1
2086457,334,TRANSFER,257368.72,C1106761192,0.0,0.0,C821788049,3156665.55,3414034.26,0,0,4,0.0,0,0,257368.70999999996,1,1
1079409,203,TRANSFER,180008.38,C1002769347,15614.0,0.0,C1831625804,3321345.64,3515203.04,0,0,4,-15614.0,-1,0,193857.3999999999,1,1
2285953,371,CASH_OUT,139473.94,C885875647,0.0,0.0,C2078325443,1229543.67,1369017.61,0,0,1,0.0,0,0,139473.94000000018,1,1
430273,44,CASH_OUT,48359.8,C662400850,0.0,0.0,C2089072452,440341.29,488701.09,0,0,1,0.0,0,0,48359.80000000005,1,1
2472542,396,TRANSFER,314127.4,C61412532,0.0,0.0,C920964948,1560972.25,1875099.64,0,0,4,0.0,0,0,314127.3899999999,1,1
214059,19,CASH_OUT,254156.58,C1839554684,0.0,0.0,C1807823022,422686.11,676842.7,0,0,1,0.0,0,0,254156.58999999997,1,1
493239,131,CASH_OUT,188331.35,C1851843,192957.0,4625.65,C932751803,607462.22,397440.18,0,0,1,-188331.35,-1,0,-210022.03999999998,-1,1
1933203,322,CASH_OUT,315699.94,C208439884,0.0,0.0,C1563365250,509528.56,825228.51,0,0,1,0.0,0,0,315699.95,1,1
2729830,617,CASH_OUT,32751.44,C981850983,31641.0,0.0,C1585118757,23984.61,56736.05,0,0,1,-31641.0,-1,0,32751.440000000002,1,1
2651228,518,CASH_OUT,196346.5,C1342619926,58815.0,0.0,C2083061256,272833.1,469179.6,0,0,1,-58815.0,-1,0,196346.5,1,1
1803255,302,CASH_OUT,207077.7,C292247680,0.0,0.0,C993705838,1369977.46,1577055.16,0,0,1,0.0,0,0,207077.69999999995,1,1
1276382,229,CASH_OUT,282995.12,C774926036,0.0,0.0,C1172901239,681269.59,964264.71,0,0,1,0.0,0,0,282995.12,1,1
1119677,206,CASH_OUT,326031.05,C1356439372,52871.0,0.0,C259814325,121653.62,447684.67,0,0,1,-52871.0,-1,0,326031.05,1,1
1081527,203,CASH_OUT,9617.82,C738764559,0.0,0.0,C1622561692,70775.88,80393.7,0,0,1,0.0,0,0,9617.819999999992,1,1
2171094,351,CASH_OUT,451031.69,C368944111,0.0,0.0,C436962192,511465.39,962497.08,0,0,1,0.0,0,0,451031.68999999994,1,1
1935837,322,CASH_OUT,269034.17,C663026477,109.0,0.0,C511810205,50972.18,320006.35,0,0,1,-109.0,-1,0,269034.17,1,1
1270694,228,TRANSFER,183729.0,C1467348013,0.0,0.0,C1649115371,853449.22,1037178.22,0,0,4,0.0,0,0,183729.0,1,1
1527129,258,TRANSFER,1309561.15,C2124000585,193842.0,0.0,C108656129,151715.31,1461276.47,0,0,4,-193842.0,-1,0,1309561.16,1,1
2507134,399,CASH_OUT,233767.86,C1821330539,767989.0,534221.14,C699011744,5360376.84,5594144.69,0,0,1,-233767.86,-1,0,233767.85000000056,1,1
1336448,234,CASH_OUT,30540.86,C1356317557,67989.32,37448.46,C1124052045,1996562.69,2027103.56,0,0,1,-30540.860000000008,-1,0,30540.87000000011,1,1
494035,131,CASH_OUT,234348.76,C1326714713,0.0,0.0,C1175399276,5899433.18,6133781.94,0,0,1,0.0,0,0,234348.7600000007,1,1
1762436,299,CASH_OUT,346651.21,C1265867539,947.0,0.0,C1788337517,157377.63,504028.85,0,0,1,-947.0,-1,0,346651.22,1,1
336338,38,CASH_OUT,77967.49,C750902888,0.0,0.0,C988949981,564162.25,642129.74,0,0,1,0.0,0,0,77967.48999999999,1,1
2611964,407,CASH_OUT,119505.67,C602789205,136859.73,17354.07,C1590707523,1365702.13,1485207.8,0,0,1,-119505.66,-1,0,119505.67000000016,1,1
2089256,335,CASH_OUT,92089.34,C139434081,0.0,0.0,C2080368422,148319.78,240409.12,0,0,1,0.0,0,0,92089.34,1,1
2429576,393,CASH_OUT,23763.08,C1645317335,49829.0,26065.92,C1933963781,242144.44,265907.52,0,0,1,-23763.08,-1,0,23763.080000000016,1,1
2355385,377,CASH_OUT,450561.46,C2048674451,0.0,0.0,C178966442,858491.32,1309052.77,0,0,1,0.0,0,0,450561.45000000007,1,1
1342163,234,CASH_OUT,304213.63,C226823764,366.0,0.0,C636356101,0.0,304213.63,0,0,1,-366.0,-1,0,304213.63,1,1
2260963,358,CASH_OUT,169918.7,C1754627134,0.0,0.0,C456192947,1298798.25,1468716.95,0,0,1,0.0,0,0,169918.69999999995,1,1
1753725,299,CASH_OUT,126511.17,C1877899671,456623.0,330111.83,C1690420082,0.0,126511.17,0,0,1,-126511.16999999998,-1,0,126511.17,1,1
1934032,322,CASH_OUT,440724.86,C990706348,24425.0,0.0,C982667062,0.0,440724.86,0,0,1,-24425.0,-1,0,440724.86,1,1
1437885,251,CASH_OUT,48418.97,C1578810269,26105.0,0.0,C2035623955,0.0,48418.97,0,0,1,-26105.0,-1,0,48418.97,1,1
2726085,597,CASH_OUT,18618.47,C509501046,0.0,0.0,C492203162,682331.24,700949.72,0,0,1,0.0,0,0,18618.47999999998,1,1
1812660,303,CASH_OUT,181562.51,C985666843,30128.0,0.0,C1927192078,191272.73,372835.24,0,0,1,-30128.0,-1,0,181562.50999999998,1,1
223676,20,TRANSFER,197975.47,C394521678,11107.0,0.0,C1252184369,17084.1,215059.57,0,0,4,-11107.0,-1,0,197975.47,1,1
1125086,206,CASH_OUT,494680.27,C1010071817,0.0,0.0,C1013853960,3735620.77,4230301.04,0,0,1,0.0,0,0,494680.27,1,1
1057210,202,CASH_OUT,193812.26,C685712517,0.0,0.0,C1729444563,830196.04,1024008.3,0,0,1,0.0,0,0,193812.26,1,1
278759,35,CASH_OUT,442722.8,C1109429562,0.0,0.0,C1028677558,829062.86,1271785.66,0,0,1,0.0,0,0,442722.79999999993,1,1
367235,41,TRANSFER,69240.98,C477310887,0.0,0.0,C57025984,155754.96,224995.94,0,0,4,0.0,0,0,69240.98000000001,1,1
1998321,327,CASH_OUT,131800.71,C337500988,147505.0,15704.29,C1599186597,314786.81,446587.52,0,0,1,-131800.71,-1,0,131800.71000000002,1,1
483685,130,CASH_OUT,390393.09,C369107880,0.0,0.0,C1355937480,412976.34,803369.43,0,0,1,0.0,0,0,390393.09,1,1
2194440,353,CASH_OUT,87466.53,C344681480,0.0,0.0,C349540502,175616.47,263083.0,0,0,1,0.0,0,0,87466.53,1,1
1781177,301,CASH_OUT,196923.48,C1276182605,561.0,0.0,C2077017319,209110.54,406034.02,0,0,1,-561.0,-1,0,196923.48,1,1
2117938,347,CASH_OUT,94827.91,C270446679,16680.0,0.0,C431850720,0.0,94827.91,0,0,1,-16680.0,-1,0,94827.91,1,1
434836,44,CASH_OUT,209355.45,C1583143633,0.0,0.0,C2092532383,413266.74,622622.19,0,0,1,0.0,0,0,209355.44999999995,1,1
1264016,228,CASH_OUT,41732.52,C1110611558,30654.0,0.0,C1195003346,0.0,41732.52,0,0,1,-30654.0,-1,0,41732.52,1,1
812943,163,CASH_OUT,119032.63,C2134413480,25396.0,0.0,C293724584,2249742.24,2368774.87,0,0,1,-25396.0,-1,0,119032.62999999989,1,1
29576,10,CASH_OUT,198833.48,C518578084,0.0,0.0,C1920297459,357018.72,555852.19,0,0,1,0.0,0,0,198833.46999999997,1,1
